db_university,db_major,reason
국립창원대학교,건축공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,국제관계학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,기계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,물리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립창원대학교,생물학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한국교통대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한국해양대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한국해양대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한국해양대학교,군사학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한밭대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한밭대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국립한밭대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국민대학교,건축공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국민대학교,건축학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국민대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국민대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제사이버대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제사이버대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제사이버대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제사이버대학교,국어교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
국제사이버대학교,농공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군산간호대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군장대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군장대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군장대학교,국제경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군장대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
군장대학교,물리치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
극동대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
글로벌사이버대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
글로벌사이버대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
글로벌사이버대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
글로벌사이버대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
글로벌사이버대학교,문화인류학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
금강대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
금강대학교,기타유럽어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
기독간호대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김천대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김천대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김포대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김해대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김해대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김해대학교,응급구조과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김해대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
김해대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나사렛대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나사렛대학교,문헌정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나주대학교,가족복지과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나주대학교,농수산과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나주대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
나주대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
남부대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
남서울대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
농협대학교,농수산과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,고분자공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,국제학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,기타아시아어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,기타유럽어학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,독일학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,러시아학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
단국대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대경대학교,바이오동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대경대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,교양생활과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구가톨릭대학교,생화학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구경북과학기술원,교양생활과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구경북과학기술원,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구공업대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구공업대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구공업대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구공업대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구과학대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구과학대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구과학대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구과학대학교,국방기술과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구과학대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,국제관계학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,기계설계공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구보건대학교,언어재활과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구사이버대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구사이버대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구사이버대학교,국제문화정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구사이버대학교,언어치료학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구사이버대학교,예술치료학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,관광경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,산림자원학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대구한의대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,국방기술과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,기계설계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대덕대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,건축설비과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,언어재활과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대림대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대신대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대원대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대원대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대원대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,광고기획과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,문헌정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,물리치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전과학기술대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전대학교,고고학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전대학교,광고홍보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전대학교,러시아어문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,경찰행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,문화재과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대전보건대학교,의료정보시스템과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대진대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
대진대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,교육학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,국어교육과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,국제통상학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,문헌정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,문화인류학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,생명공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,생화학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
덕성여자대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동강대학교,건설정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동강대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동강대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교,산림자원학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,생명공학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동국대학교 WISE캠퍼스,생명과학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,물리치료과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,방사선과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,응급구조과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동남보건대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,경영학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,경제학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,교양사회과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,교양자연과학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,국어국문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,국제지역학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,독어독문학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,문헌정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,문화인류학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,보건관리학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,생화학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동덕여자대학교,약학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동명대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동명대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동명대학교,국제문화정보학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서대학교,국제관계학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서울대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서울대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서울대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동서울대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동아대학교,고고학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동아대학교,산림자원학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동아방송예술대학교,광고기획과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동아보건대학교,반려동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동아보건대학교,응급구조과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,경영정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,관광경영과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,기계설계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,바이오생명정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동양미래대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원과학기술대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원과학기술대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원과학기술대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원과학기술대학교,산업안전과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원과학기술대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원대학교,바이오동물과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원대학교,보건환경과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동원대학교,의료보장구과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,경영회계정보과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,기계설계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,보건행정과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,소방안전관리과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의과학대학교,응급구조과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의대학교,교양경상학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의대학교,교양공학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의대학교,교양인문학부,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
동의대학교,문예창작학과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,간호과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,건축과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,건축설비과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,게임콘텐츠과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,교양과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
두원공과대학교,기계과,학교 유사도 0.8 또는 학과 유사도 0.6 조건 미충족
