대학교명,학과명,전형명,50%컷,70%컷,90%컷
동강대학교,방사선과,교과우수자전형,3.38,4.0,4.0
동강대학교,보건행정과,일반계교과전형,3.5,4.0,4.0
동강대학교,응급구조과,일반학생전형,4.31,4.57,4.57
동국대학교,가정교육과,교과전형,2.1,2.1,2.1
동국대학교,건축공학과,일반학생전형,4.86,5.08,5.08
동국대학교,건축학과,일반계교과전형,4.6,4.6,4.6
동국대학교,경영정보학과,교과성적우수자전형,3.75,3.83,3.83
동국대학교,경영학과,교과전형,4.5,4.6,4.6
동국대학교,경제학과,KU지역균형전형,1.82,1.87,1.87
동국대학교,경찰행정학과,일반전형,5.33,5.33,5.33
동국대학교,광고홍보학과,일반고교과전형,4.75,5.13,5.13
동국대학교,교육학과,교과성적우수자전형,2.29,2.29,2.29
동국대학교,국어교육과,일반학생전형,3.61,3.66,3.66
동국대학교,국어국문학과,KU지역균형전형,1.77,1.77,1.77
동국대학교,국제통상학과,교과성적우수자전형,2.16,2.21,2.21
동국대학교,기계공학과,교과성적우수자전형,4.08,4.25,4.25
동국대학교,문예창작학과,교과전형,3.8,4.0,4.0
동국대학교,물리학과,KU지역균형전형,2.0,2.0,2.0
동국대학교,생명공학과,일반고교과전형,4.83,5.08,5.08
동국대학교,수학교육과,교과전형,2.9,3.4,3.4
동국대학교,역사교육과,교과전형,2.1,2.1,2.1
동국대학교 WISE캠퍼스,가정교육과,교과전형,2.1,2.1,2.1
동국대학교 WISE캠퍼스,간호학과,교과전형,1.7,1.8,1.8
동국대학교 WISE캠퍼스,경영학과,교과전형,4.5,4.6,4.6
동국대학교 WISE캠퍼스,경제학과,교과전형,4.5,4.6,4.6
동국대학교 WISE캠퍼스,경찰행정학과,교과전형,4.5,4.6,4.6
동국대학교 WISE캠퍼스,고고학과,교과전형,3.3,3.7,3.7
동국대학교 WISE캠퍼스,국어국문학과,교과전형,4.8,5.0,5.0
동국대학교 WISE캠퍼스,국제통상학과,교과전형,3.3,4.0,4.0
동국대학교 WISE캠퍼스,기계공학과,교과전형,4.1,4.9,4.9
동국대학교 WISE캠퍼스,물리교육과,교과전형,2.1,2.1,2.1
동국대학교 WISE캠퍼스,수학교육과,교과전형,2.9,3.4,3.4
동명대학교,간호학과,일반고교과전형,2.25,2.38,2.38
동명대학교,건축공학과,일반고교과전형,5.5,6.25,6.25
동명대학교,건축학과,일반고교과전형,5.5,6.25,6.25
동명대학교,게임공학과,일반고교과전형,3.88,4.63,4.63
동명대학교,경영정보학과,일반전형(교과),5.29,5.57,5.57
동명대학교,경영학과,일반고교과전형,4.0,5.38,5.38
동명대학교,관광경영학과,일반전형(교과),4.97,5.06,5.06
동명대학교,광고홍보학과,일반고교과전형,4.75,5.13,5.13
동명대학교,교양사회과학부,일반학생전형,4.48,4.89,4.89
동명대학교,국어교육과,일반전형(교과),3.63,3.63,3.63
동명대학교,국어국문학과,일반전형(교과),4.43,4.43,4.43
동명대학교,국제통상학과,일반고교과전형,4.63,4.88,4.88
동명대학교,군사학과,일반학생전형,4.6,4.81,4.81
동명대학교,기계공학과,일반전형(교과),5.35,5.74,5.74
동명대학교,언어치료학과,일반전형,4.48,5.47,5.47
동명대학교,응급구조학과,일반고교과전형,4.25,4.5,4.5
동서대학교,간호학과,일반계교과전형,2.0,2.1,2.1
동서대학교,건축공학과,일반계교과전형,4.6,4.6,4.6
동서대학교,건축학과,일반계교과전형,4.6,4.6,4.6
동서대학교,게임공학과,일반계교과전형,2.9,3.0,3.0
동서대학교,경영정보학과,교과성적우수자전형,3.75,3.83,3.83
동서대학교,경영학과,일반학생전형,4.61,4.84,4.84
동서대학교,경찰행정학과,일반계교과전형,3.6,4.2,4.2
동서대학교,관광경영학과,일반계교과전형,4.8,4.9,4.9
동서대학교,광고홍보학과,일반계교과전형,3.4,3.8,3.8
동서대학교,국어국문학과,일반고교과전형,4.83,5.41,5.41
동서대학교,국제통상학과,일반고교과전형,4.63,4.88,4.88
동서대학교,국제학부,일반학생전형,5.18,5.18,5.18
동서대학교,기계공학과,교과성적우수자전형,4.08,4.25,4.25
동서대학교,방사선학과,일반계교과전형,2.5,2.7,2.7
동서대학교,보건관리학과,교과성적우수자전형,4.08,4.25,4.25
동서대학교,생명공학과,학생부전형,4.81,5.05,5.05
동서울대학교,건축과,일반계교과전형,4.6,4.6,4.6
동서울대학교,보건행정과,일반계교과전형,3.5,4.0,4.0
동신대학교,간호학과,일반전형,4.91,5.09,5.09
동신대학교,건축공학과,일반전형,6.48,6.48,6.48
동신대학교,건축학과,일반전형,6.48,6.48,6.48
동신대학교,경영학과,일반전형,6.4,6.4,6.4
동신대학교,경찰행정학과,일반전형,5.33,5.33,5.33
동신대학교,관광경영학과,일반전형,6.93,6.98,6.98
동신대학교,광학공학과,교과성적우수자전형,3.58,3.92,3.92
동신대학교,국제학부,일반학생전형,5.18,5.18,5.18
동신대학교,군사학과,일반전형,7.01,7.25,7.25
동신대학교,금속공학과,일반전형,6.19,6.74,6.74
동신대학교,기계공학과,일반전형,6.19,6.74,6.74
동신대학교,동물자원학과,일반전형,6.07,6.33,6.33
동신대학교,물리치료학과,일반전형,5.58,5.82,5.82
동신대학교,방사선학과,일반전형,5.52,5.9,5.9
동신대학교,언어치료학과,일반전형,4.48,5.47,5.47
동신대학교,응급구조학과,일반전형,6.48,7.11,7.11
동아대학교,간호학과,교과성적우수자전형,2.17,2.25,2.25
동아대학교,건축공학과,교과성적우수자전형,3.5,3.67,3.67
동아대학교,건축학과,교과성적우수자전형,3.0,3.17,3.17
동아대학교,경영정보학과,교과성적우수자전형,3.75,3.83,3.83
동아대학교,경영학과,교과성적우수자전형,3.33,3.42,3.42
동아대학교,경제학과,교과성적우수자전형,3.67,3.83,3.83
동아대학교,경찰행정학과,일반전형,5.33,5.33,5.33
동아대학교,고분자공학과,교과성적우수자전형,4.5,4.67,4.67
동아대학교,관광경영학과,교과성적우수자전형,3.58,3.67,3.67
동아대학교,교육학과,교과성적우수자전형,2.75,2.75,2.75
동아대학교,국어국문학과,교과성적우수자전형,3.33,4.0,4.0
동아대학교,국제지역학과,교과성적우수자전형,3.42,3.58,3.58
동아대학교,국제학부,일반학생전형,5.18,5.18,5.18
동아대학교,기계공학과,교과성적우수자전형,4.08,4.25,4.25
동아대학교,독어독문학과,교과성적우수자전형,3.33,4.0,4.0
동아대학교,물리학과,일반학생전형,3.46,3.57,3.57
동아대학교,생명공학과,교과성적우수자전형,3.92,4.0,4.0
동아대학교,생명과학과,교과성적우수자전형,3.92,4.0,4.0
동아대학교,생물학과,교과성적우수자전형,4.75,5.08,5.08
동아보건대학교,간호과,교과성적우수자전형,2.17,2.25,2.25
동아보건대학교,건축과,교과성적우수자전형,3.0,3.17,3.17
동양대학교,간호학과,일반전형,3.1,3.3,3.3
동양대학교,건축공학과,일반학생전형,4.86,5.08,5.08
동양대학교,건축학과,일반계교과전형,4.6,4.6,4.6
동양대학교,경영학과,일반학생전형,4.61,4.84,4.84
동양대학교,경찰행정학과,일반전형,5.33,5.33,5.33
동양대학교,교통공학과,일반학생전형,3.83,3.83,3.83
동양대학교,군사학과,일반학생전형,4.6,4.81,4.81
동양대학교,기계공학과,교과성적우수자전형,4.08,4.25,4.25
동원대학교,건축과,일반계교과전형,4.6,4.6,4.6
동원대학교,게임콘텐츠과,교과전형,1.79,1.88,1.88
동원대학교,경영정보과,교과성적우수자전형,3.75,3.83,3.83
동원대학교,경찰행정과,일반전형,5.33,5.33,5.33
동원대학교,관광경영과,일반전형,3.8,3.97,3.97
동원대학교,문헌정보과,일반고교과전형,3.41,3.83,3.83
동원대학교,반려동물과,일반전형,6.07,6.33,6.33
동원대학교,보건행정과,일반계교과전형,3.5,4.0,4.0
동의과학대학교,간호과,일반고교과전형,2.25,2.33,2.33
동의과학대학교,경찰행정과,일반고교과전형,3.08,3.25,3.25
동의과학대학교,물리치료과,일반고교과전형,2.41,2.5,2.5
동의과학대학교,방사선과,일반고교과전형,2.58,2.75,2.75
동의대학교,간호학과,일반고교과전형,2.25,2.33,2.33
동의대학교,건축공학과,일반고교과전형,4.58,4.91,4.91
동의대학교,건축학과,일반고교과전형,4.58,4.91,4.91
동의대학교,게임공학과,일반고교과전형,4.25,4.58,4.58
동의대학교,경영정보학과,일반고교과전형,4.41,4.75,4.75
동의대학교,경영학과,일반고교과전형,4.0,4.58,4.58
동의대학교,경제학과,교과성적우수자전형,3.67,3.83,3.83
동의대학교,경찰행정학과,일반고교과전형,3.08,3.25,3.25
동의대학교,고분자공학과,일반고교과전형,5.0,5.0,5.0
동의대학교,관광경영학과,일반고교과전형,5.0,5.41,5.41
동의대학교,광고홍보학과,일반고교과전형,3.83,4.08,4.08
동의대학교,교양사회과학부,일반학생전형,4.48,4.89,4.89
동의대학교,교육학과,교과성적우수자전형,2.75,2.75,2.75
동의대학교,국어국문학과,일반고교과전형,4.83,5.41,5.41
동의대학교,금속공학과,일반고교과전형,4.58,4.91,4.91
동의대학교,기계공학과,일반고교과전형,4.91,5.25,5.25
동의대학교,문헌정보학과,일반고교과전형,3.41,3.83,3.83
동의대학교,물리치료학과,일반고교과전형,2.41,2.5,2.5
동의대학교,방사선학과,일반고교과전형,2.58,2.75,2.75
동의대학교,생명공학과,일반고교과전형,4.83,5.08,5.08
동의대학교,생명과학과,일반고교과전형,4.83,5.08,5.08
동의대학교,생화학과,일반고교과전형,4.25,5.0,5.0
루터대학교,언어치료학과,일반전형,3.83,6.0,6.0
마산대학교,간호과,학생부교과전형,2.07,2.12,2.12
마산대학교,물리치료과,교과전형,1.44,1.66,1.66
목원대학교,건축공학과,일반전형,4.74,4.9,4.9
목원대학교,건축학과,인문계고전형,5.5,6.2,6.2
목원대학교,게임공학과,교과전형,3.61,4.38,4.38
목원대학교,경영학과,교과전형,4.21,4.63,4.63
목원대학교,경제학과,교과전형,4.13,4.38,4.38
목원대학교,경찰행정학과,교과전형,3.92,4.25,4.25
목원대학교,관광경영학과,일반전형,3.8,3.97,3.97
목원대학교,광고홍보학과,인문계고전형,4.5,5.5,5.5
목원대학교,교양인문학부,일반전형,3.84,4.01,4.01
목원대학교,교육학과,일반전형,2.87,2.89,2.89
목원대학교,국어교육과,교과전형,2.85,3.0,3.0
목원대학교,국어국문학과,일반전형,4.4,4.54,4.54
목원대학교,국제학부,교과전형,0.0,0.0,0.0
목원대학교,미생물학과,교과전형,4.47,4.63,4.63
목원대학교,미술교육과,교과전형,2.11,2.38,2.38
목원대학교,보건관리학과,교과전형,4.02,4.88,4.88
목원대학교,생명과학과,교과전형,4.47,4.63,4.63
목원대학교,수학교육과,교과전형,2.7,3.25,3.25
목원대학교,응급구조학과,교과전형,3.33,3.63,3.63
목포가톨릭대학교,간호학과,일반학생전형,4.11,4.42,4.42
목포과학대학교,간호과,교과일반전형,0.0,2.79,2.79
문경대학교,간호과,일반전형(교과),2.8,3.1,3.1
배재대학교,가정교육과,교과Ⅰ전형,2.5,2.6,2.6
배재대학교,간호학과,교과Ⅰ전형,2.3,2.5,2.5
배재대학교,건축학과,교과Ⅰ전형,4.8,5.0,5.0
배재대학교,게임공학과,교과Ⅰ전형,4.5,4.9,4.9
배재대학교,경영정보학과,교과Ⅰ전형,5.6,6.3,6.3
배재대학교,경영학과,교과Ⅰ전형,5.8,6.4,6.4
배재대학교,경찰행정학과,교과Ⅰ전형,5.1,5.5,5.5
배재대학교,고분자공학과,교과Ⅰ전형,5.2,6.0,6.0
배재대학교,관광경영학과,교과Ⅰ전형,5.5,6.4,6.4
배재대학교,교통공학과,교과Ⅰ전형,4.5,4.9,4.9
배재대학교,국어국문학과,교과Ⅰ전형,4.9,5.6,5.6
배재대학교,생명공학과,교과Ⅰ전형,4.5,4.9,4.9
배재대학교,생명과학과,교과Ⅰ전형,4.5,4.9,4.9
배재대학교,생물학과,교과Ⅰ전형,4.5,4.9,4.9
배재대학교,생화학과,교과Ⅰ전형,4.5,4.9,4.9
백석대학교,간호학과,일반전형,2.2,2.42,2.42
백석대학교,경찰행정학과,일반학생(교과중심)전형,4.75,5.2,5.2
백석대학교,관광경영학과,일반전형,4.95,5.41,5.41
백석대학교,광학공학과,일반전형,4.69,5.11,5.11
백석대학교,교양경상학부,일반전형,4.8,5.14,5.14
백석대학교,기독교학과,일반전형,5.84,6.35,6.35
백석대학교,물리치료학과,일반전형,2.18,2.38,2.38
백석대학교,응급구조학과,일반전형,3.41,3.53,3.53
백석문화대학교,간호과,일반전형,2.2,2.42,2.42
부산가톨릭대학교,간호학과,교과성적우수자전형,2.1,2.4,2.4
부산가톨릭대학교,경영정보학과,교과성적우수자전형,4.2,4.4,4.4
부산가톨릭대학교,경영학과,교과성적우수자전형,4.2,4.4,4.4
부산가톨릭대학교,물리치료학과,교과성적우수자전형,2.2,2.4,2.4
부산가톨릭대학교,방사선학과,교과성적우수자전형,2.7,2.8,2.8
부산가톨릭대학교,보건관리학과,교과성적우수자전형,4.2,4.5,4.5
부산가톨릭대학교,언어치료학과,교과성적우수자전형,4.1,5.5,5.5
부산교육대학교,과학교육과,학생부교과전형,2.69,2.69,2.69
부산교육대학교,교육학과,학생부교과전형,0.0,0.0,0.0
부산교육대학교,국어교육과,학생부교과전형,2.37,2.78,2.78
부산교육대학교,사회교육과,학생부교과전형,3.18,3.45,3.45
부산교육대학교,수학교육과,학생부교과전형,1.98,1.98,1.98
부산대학교,간호학과,학생부교과전형,2.07,2.12,2.12
부산대학교,건축공학과,학생부교과전형,2.51,2.57,2.57
부산대학교,건축학과,학생부교과전형,2.76,3.02,3.02
부산대학교,경영학과,학생부교과전형,2.46,2.68,2.68
부산대학교,경제학과,교과성적우수인재전형,4.0,4.0,4.0
부산대학교,고고학과,학생부교과전형,2.93,2.95,2.95
부산대학교,고분자공학과,학생부교과전형,2.42,2.66,2.66
부산대학교,관광경영학과,학생부교과전형,2.46,2.68,2.68
부산대학교,광학공학과,일반전형,5.63,5.93,5.93
부산대학교,교양공학부,학생부교과전형,2.6,3.11,3.11
부산대학교,교육학과,학생부교과전형,0.0,0.0,0.0
부산대학교,국어교육과,학생부교과전형,2.37,2.78,2.78
부산대학교,국어국문학과,학생부교과전형,2.71,2.78,2.78
부산대학교,국제학부,학생부교과전형,3.26,3.26,3.26
부산대학교,기계공학과,학생부교과전형,2.6,3.11,3.11
부산대학교,대기과학과,학생부교과전형,3.09,3.39,3.39
부산대학교,독어독문학과,학생부교과전형,3.09,3.32,3.32
부산대학교,독일어교육과,학생부교과전형,2.37,2.78,2.78
부산대학교,동물자원학과,학생부교과전형,4.43,4.52,4.52
부산대학교,러시아어문학과,학생부교과전형,2.71,2.78,2.78
부산대학교,문헌정보학과,학생부교과전형,3.29,3.6,3.6
부산대학교,물리교육과,학생부교과전형,2.34,2.49,2.49
부산대학교,물리학과,학생부교과전형,3.16,3.56,3.56
부산대학교,불어교육과,학생부교과전형,2.37,2.78,2.78
부산대학교,생명공학과,학생부교과전형,2.06,2.14,2.14
부산대학교,생명과학과,학생부교과전형,2.06,2.14,2.14
부산대학교,생물교육과,학생부교과전형,2.34,2.49,2.49
부산대학교,생물학과,학생부교과전형,2.74,2.87,2.87
부산대학교,수학교육과,학생부교과전형,1.98,1.98,1.98
부산대학교,역사교육과,학생부교과전형,1.91,2.41,2.41
부산보건대학교,간호과,학생부교과전형,2.07,2.12,2.12
부산여자대학교,간호과,학생부교과전형,2.07,2.12,2.12
부산여자대학교,문헌정보과,학생부교과전형,3.29,3.6,3.6
부천대학교,간호과,학생부우수자전형,0.0,1.9,2.0
부천대학교,건축과,학생부교과전형,2.76,3.02,3.02
부천대학교,보건행정과,학생부우수자전형,3.9,3.9,3.9
부천대학교,응급구조과,일반학생전형,6.19,6.52,6.52
상명대학교,간호학과,학생부교과전형,2.86,2.97,2.97
상명대학교,게임공학과,일반고교과전형,3.88,4.63,4.63
상명대학교,경영학과,일반전형(교과),4.24,4.54,4.54
상명대학교,경제학과,학생부교과전형,4.63,4.83,4.83
상명대학교,교육학과,일반전형(교과),4.21,4.34,4.34
상명대학교,국어교육과,일반전형(교과),3.63,3.63,3.63
상명대학교,국어국문학과,일반전형(교과),4.43,4.43,4.43
상명대학교,군사학과,교과강원인재전형,5.42,5.42,5.42
상명대학교,문헌정보학과,일반전형(교과),4.14,4.56,4.56
상명대학교,생명공학과,일반전형(교과),5.25,5.55,5.55
상명대학교,생명과학과,일반전형(교과),5.25,5.55,5.55
상지대학교,간호학과,교과강원인재전형,3.44,3.5,3.5
상지대학교,경영정보학과,교과강원인재전형,5.47,5.47,5.47
상지대학교,경영학과,교과강원인재전형,5.47,5.47,5.47
상지대학교,경제학과,교과강원인재전형,5.47,5.47,5.47
상지대학교,관광경영학과,교과강원인재전형,5.47,5.47,5.47
상지대학교,교육학과,교과강원인재전형,5.0,5.0,5.0
상지대학교,국제관계학과,교과일반전형,5.86,6.39,6.39
상지대학교,국제지역학과,교과일반전형,5.86,6.39,6.39
상지대학교,군사학과,교과강원인재전형,5.42,5.42,5.42
상지대학교,농공학과,교과강원인재전형,6.03,6.03,6.03
상지대학교,동물자원학과,교과강원인재전형,0.0,0.0,0.0
상지대학교,물리치료학과,교과강원인재전형,2.82,2.82,2.82
상지대학교,물리학과,교과강원인재전형,2.82,2.82,2.82
상지대학교,산림자원학과,교과강원인재전형,0.0,0.0,0.0
상지대학교,생명공학과,교과강원인재전형,6.03,6.03,6.03
상지대학교,생명과학과,교과강원인재전형,4.67,4.67,4.67
상지대학교,언어치료학과,교과강원인재전형,2.82,2.82,2.82
서강대학교,게임공학과,일반계교과전형,2.9,3.0,3.0
서강대학교,경영학과,일반전형,3.8,3.97,3.97
서강대학교,교양인문학부,일반전형,3.84,4.01,4.01
서강대학교,국제지역학과,일반전형,3.84,4.1,4.1
서강대학교,기계공학과,학생부전형,5.5,5.59,5.59
서강대학교,물리학과,학생부교과1전형,2.8,3.1,3.1
서강대학교,생명과학과,일반전형,3.34,3.4,3.4
서경대학교,경영학과,일반학생전형,4.61,4.84,4.84
서경대학교,경찰행정학과,일반계고교과전형,0.0,3.3,3.3
서경대학교,광고홍보학과,일반계고교과전형,0.0,3.3,3.3
서경대학교,군사학과,일반학생전형,4.6,4.81,4.81
서경대학교,생명공학과,학생부전형,4.81,5.05,5.05
서영대학교,간호과,일반학생전형,3.79,3.1,3.1
서영대학교,건축과,일반계교과전형,4.6,4.6,4.6
서영대학교,경찰행정과,일반학생전형,3.33,3.54,3.54
서영대학교,물리치료과,교과전형,1.44,1.66,1.66
서영대학교,보건행정과,일반계교과전형,3.5,4.0,4.0
서영대학교,응급구조과,인문계고전형,4.1,4.2,4.2
서울대학교,간호학과,일반전형,1.9,2.1,2.1
서울대학교,건축공학과,일반전형,4.43,4.87,4.87
서울대학교,건축학과,일반계교과전형,4.6,4.6,4.6
서울대학교,경영학과,일반전형,3.63,4.13,4.13
서울대학교,경제학과,교과우수자전형,2.22,2.25,2.25
서울대학교,고고학과,일반전형,3.67,3.3,3.3
서울대학교,교육학과,일반전형,3.0,4.0,4.0
서울대학교,국어교육과,일반전형,2.5,3.0,3.0
서울대학교,국어국문학과,교과우수자전형,2.17,2.36,2.36
서울대학교,기계공학과,학생부전형,5.5,5.59,5.59
서울대학교,독어독문학과,일반전형,3.7,3.7,3.7
서울대학교,러시아어문학과,일반전형,3.7,3.7,3.7
서울대학교,물리교육과,일반전형,2.6,3.1,3.1
서울대학교,물리학과,일반전형,2.03,1.73,1.73
서울대학교,불어교육과,일반전형,2.5,3.0,3.0
서울대학교,사회교육과,일반전형,2.6,3.1,3.1
서울대학교,생명공학과,학생부전형,4.81,5.05,5.05
서울대학교,생명과학과,학생부교과전형,4.66,4.9,4.9
서울대학교,생물교육과,일반전형,2.6,3.1,3.1
서울대학교,생물학과,일반전형,2.83,2.93,2.93
서울대학교,수학교육과,일반전형,2.7,3.2,3.2
서울대학교,역사교육과,일반전형,2.4,2.8,2.8
서울신학대학교,경영학과,교과성적전형,3.17,3.42,3.42
서울신학대학교,관광경영학과,교과성적전형,3.17,3.42,3.42
서울여자대학교,경영학과,교과우수자전형,2.83,3.0,3.0
서울여자대학교,경제학과,교과우수자전형,2.22,2.25,2.25
서울여자대학교,국어국문학과,교과우수자전형,2.17,2.36,2.36
서울여자대학교,문헌정보학과,교과우수자전형,2.13,3.93,3.93
서울여자대학교,생명공학과,교과우수자전형,2.05,2.05,2.05
서원대학교,건축학과,인문계고전형,5.5,6.2,6.2
서원대학교,경영학과,교과전형,4.21,4.63,4.63
서원대학교,경찰행정학과,인문계고전형,3.7,4.1,4.1
서원대학교,관광경영학과,일반전형,3.8,3.97,3.97
서원대학교,광고홍보학과,인문계고전형,4.5,5.5,5.5
서원대학교,교양사회과학부,인문계고전형,4.7,5.9,5.9
서원대학교,교양인문학부,일반전형,3.84,4.01,4.01
서원대학교,교육학과,일반전형,3.0,4.0,4.0
서원대학교,국어교육과,일반전형,2.5,3.0,3.0
서원대학교,국어국문학과,일반전형,4.4,4.54,4.54
서원대학교,사회교육과,일반전형,2.6,3.1,3.1
서원대학교,생물교육과,일반전형,2.6,3.1,3.1
서원대학교,수학교육과,일반전형,2.7,3.2,3.2
서원대학교,역사교육과,일반전형,2.4,2.8,2.8
서원대학교,응급구조학과,인문계고전형,4.1,4.2,4.2
서일대학교,간호과,일반학생전형,3.79,3.1,3.1
서일대학교,건축과,일반계교과전형,4.6,4.6,4.6
서정대학교,간호과,일반학생전형,3.79,3.1,3.1
서정대학교,응급구조과,인문계고전형,4.1,4.2,4.2
선린대학교,간호과,일반전형,2.56,2.84,2.84
선린대학교,경찰행정과,일반전형,3.81,3.03,3.03
선린대학교,물리치료과,일반전형,2.14,2.42,2.42
선린대학교,응급구조과,일반전형,3.5,3.5,3.5
선문대학교,간호학과,일반전형,2.56,2.84,2.84
선문대학교,건축학과,일반전형,4.53,4.75,4.75
선문대학교,경제학과,일반전형,5.44,5.88,5.88
선문대학교,경찰행정학과,일반전형,3.81,3.03,3.03
선문대학교,기계공학과,일반전형,5.87,6.09,6.09
선문대학교,물리치료학과,일반전형,2.14,2.42,2.42
선문대학교,생명과학과,일반전형,5.13,5.44,5.44
선문대학교,응급구조학과,일반전형,3.5,3.5,3.5
성결대학교,경영학과,교과성적우수자전형,0.0,3.4,3.4
성결대학교,관광경영학과,교과성적우수자전형,0.0,3.4,3.4
성결대학교,교육학과,교과성적우수자전형,0.0,3.6,3.6
성결대학교,국어국문학과,교과성적우수자전형,0.0,4.0,4.0
성결대학교,기독교학과,교과성적우수자전형,0.0,6.0,6.0
성공회대학교,경영학과,교과성적전형,2.89,3.0,3.0
성공회대학교,교양사회과학부,교과성적전형,2.67,3.0,3.0
세경대학교,간호과,일반전형(교과),2.8,3.1,3.1
세경대학교,경찰행정과,일반계고교과전형,0.0,3.3,3.3
세경대학교,응급구조과,일반학생전형,4.31,4.57,4.57
세명대학교,간호학과,일반전형,0.0,3.27,3.27
세명대학교,건축공학과,일반전형,0.0,5.8,5.8
세명대학교,건축학과,일반전형,0.0,5.8,5.8
세명대학교,경영학과,일반전형,0.0,6.0,6.0
세명대학교,경찰행정학과,일반전형(교과),3.08,3.28,3.28
세명대학교,관광경영학과,일반전형(교과),4.97,5.06,5.06
세명대학교,광고홍보학과,일반전형,0.0,5.3,5.3
세명대학교,동물자원학과,일반전형,0.0,5.2,5.2
세명대학교,보건관리학과,일반전형,0.0,5.2,5.2
세명대학교,생화학과,일반전형(교과),0.0,0.0,0.0
세종대학교,건축공학과,일반전형,0.0,5.8,5.8
세종대학교,건축학과,일반전형,0.0,5.8,5.8
세종대학교,경영학과,일반전형,0.0,6.0,6.0
세종대학교,관광경영학과,일반전형,0.0,6.0,6.0
세종대학교,물리학과,일반학생전형,4.9,5.1,5.1
세한대학교,간호학과,일반학생전형,4.4,4.8,4.8
세한대학교,경영정보학과,일반전형,5.88,6.62,6.62
세한대학교,경영학과,일반전형,0.0,6.0,6.0
세한대학교,경찰행정학과,일반학생전형,4.7,5.0,5.0
세한대학교,교양인문학부,교과우수자전형,4.03,4.17,4.17
세한대학교,교육학과,일반전형,4.51,4.6,4.6
세한대학교,기술교육과,일반학생전형,3.4,3.6,3.6
세한대학교,물리치료학과,일반학생전형,4.9,5.1,5.1
세한대학교,수학교육과,일반학생전형,5.4,5.6,5.6
세한대학교,언어치료학과,일반학생전형,4.9,5.1,5.1
송곡대학교,간호과,일반고전형,5.3,5.5,5.5
송원대학교,간호학과,일반고전형,5.3,5.5,5.5
송원대학교,건축공학과,일반전형,4.74,4.9,4.9
송원대학교,경영학과,교과전형,4.21,4.63,4.63
송원대학교,경찰행정학과,일반전형,5.8,6.5,6.5
송원대학교,관광경영학과,일반전형,3.8,3.97,3.97
송원대학교,국어교육과,일반전형,0.0,0.0,0.0
송원대학교,기계공학과,일반전형,4.76,4.85,4.85
송호대학교,간호과,일반고전형,5.3,5.5,5.5
수성대학교,간호과,일반계고교과전형,0.0,2.6,2.6
수성대학교,경찰행정과,일반계고교과전형,0.0,3.3,3.3
수성대학교,물리치료과,일반계고교과전형,0.0,2.5,2.5
수원과학대학교,간호과,교과우수전형,2.88,2.88,2.88
수원대학교,간호학과,교과우수전형,2.88,2.88,2.88
